label,review
0,各位，我真的瞬间凌乱了……介系要逆天么？？？[抓狂]@济宁生活广播刘言 @生活广播子慧 @老孔-约克豆壳儿 @热浪袭缘 @六佰元 @梁山好喊 @雨衣86 @幸福琳子的围脖 @睡男人的沙发
0,处女座怎么啦[怒]
1,//@白云农家商贸:@天上人间2216 //@伊川城事儿:哈哈 ，到时候有空去看看。。。。[害羞] //@矿工的风采:那我还不胜去伊川找@伊川城事儿 混饭去 //@伊川城事儿:自己带火烧馍就纯净水。 //@矿工的风采:去参观管饭不？有礼品秒？俺乡下娃们儿就喜欢说实在话！[嘻嘻]
0,我党威武 //@太极魏晓军: 即便不是抗战英雄，是一位普通的老人，也应该给年迈的他让个坐！！老人的拐杖，戳瞎了无良之人的狗眼！戳伤了善良之人的人心！！[怒] //@刘林军:在他们眼泪，昆仑不是关，英雄不是汉，只有乌纱才是帽，多名女才是性！ //@余润德:不服不行
0,招商的理财经理好热情，就是没钱理[衰]
0,[挖鼻屎][悲伤][失望] //@程序员小强: 最后那个链接太过分了。。。
1,冬天你早。[爱你]
0,不就一个简单的豆芽都要这样弄，这么便宜的东西何必呢，你说说还有什么是没毒的，烦不烦人啊[怒]//@ice_kingworld: 转发微博
0,mark 。。我居然快到本命年了[泪]
1,人生最开始的记录啊~//@有个啊: 从出生到满月，每天的变化啊[鼓掌]
0,//@马汝军: //@何葆国://@徐昕: [泪] //@李鸣生:为了我们的肺，大家一起呼！
0,坑爹的梦，醒了就睡不着了[衰][抓狂]
1,中国牛奶含钙太多，导致结石 //@奋斗为理想努力会成功: 外来的和尚不知道水多深结果中枪了[偷笑] //@S-unny-pring://@小天天爸爸: [哈哈][哈哈][哈哈]
0,早睡早起，必须必须。//@天域Sica:说定，下次过深，早茶走起！[馋嘴] //@玉珠子:哇噢，可想吃了。//@若若哇:同想念！[泪]@玉珠子 @天域Sica
0,怎么可以这么帅[抓狂][抓狂] //@lankang:[爱你][爱你]//@--彭少爷家的妖静格格--:迷死个人[花心][花心][花心]尊帅[酷][偷笑]
0,[泪]//@谷声图书小巷:看到这个评价，热泪盈眶啊！[泪]@谷声图书echook //@布蕉绿:留意到谷声图书是在看了(金门:被遗忘的岛乡)，作为一个独立的出版工作室，谷声也很关注台湾和海外游选题。一个身在厦门的民营图书机构，能够做出旅行书的生活气质，在地美感，是不容易的。
1,无论你吃的是汤圆还是元宵，甜的还是闲的，素的还是荤的。。。。祝福大家元宵节快乐！[鲜花][爱你]
0,本来是离职，恐怕这次变成失业了，你们还忍心吃我[泪] //@yoyo_小魔女:好啊，叫上我  //@深蓝De幻想: 欢迎蜗牛来2.2宴请大家以庆祝迎接新生！同意的请举手！@黄玺赫 @许丽金石 @逆风飞行-喵 @自由橙的小窝 @yoyo_小魔女
1,我妹爱悬疑[哈哈] @邹小萌爱卖萌 @瓶邪是本命啊 还有@我是Selina猫眼 @mia327 也是专家//@詹小悦Jocelyn:@萧萧啊萧萧啊 帮扩！ @Luna熊猫爱旅行 [lt切克闹]猜地址我看你比较行！！
1,哈哈哈哈笑死我了[哈哈]
0,回复@缘来不去:污染猛于虎啊![抓狂] //@缘来不去:中国境内，这样的景致不多了，到处拆迁
0,疯了！[抓狂][鼓掌][太开心]//@王学好: 我靠，太不是人了，太牛了，窒息牛@曹卫宇 @滔哥1010 @王学禄 @阿曛 @飘兄- @一号立井 @禾苗99 @刘佳妮Jenny @刘佳妮Jenny @查可欣 @NEO贝贝 //@特像亚特:朕特赐你封号为“鬼手”[围观][威武]@邓讴歌 @王学好
1,回复@张小喵无所不在:咱俩属于同一类型哈，我也对很多喜欢的东西不想带回家，遇到时使劲看!所以过几天再去朱仙镇 //@张小喵无所不在:我曾经想过收藏好皮影 但是又担心自己疏于保养 有时候见到心头好 把玩一下 多拍些照片 以后再看到的话，心里也特别满足[哈哈]
1,//@启贺:哈哈 //@金钢007: //@王平patrick: 不是师父教的，估计是师娘教的[哈哈]
1,白胡子老爷爷真可爱[嘻嘻]
1,//@TEE98个性T恤:[嘻嘻] // @创意的灵感 :不错tee98
1,#秋冬装#毛绒绒的外套实在太抢手啦，衣服是双面儿哒哟，两面儿分别是粉/黑色，质量款式性价比都超高~绝对不容错过哒经典款[花心][心][鲜花]~#COTTONPINK北京三里屯店#官方微信：cottonpinkbj 订购走起[鼓掌]~#秋冬必备##秋冬搭配# 同款还有白/黑色款，一样经典夺目~
1,喜欢&lt;只能想念你&gt;，喜欢@萧敬腾狂野的声音，喜欢@萧敬腾的不善言辞，希望“洛克先生”你能hold住全场啊，high翻我们。。。加油！！！[话筒]  [话筒] [鼓掌][鼓掌]   @L-MOI @land浪摄流 @SaKuraU-U
1,大哥[悲伤]呷浦楼上，kfc隔壁还有一个乐儿餐厅呢[嘻嘻]您给忘了[挤眼]
1,#奥地利lech-zürs# 早安！??????今天是个大晴天[鼓掌]@奥地利国家旅游局 @立鼎世酒店集团 今晚是亚洲晚宴好丰富好期待 我在:http://t.cn/8F6OrPc
0,我牙疼，右后牙槽，狠狠咬着牙，舒服点[晕][委屈]
1,我们注重细节之美！~有心的你一定会发现的！~[偷笑][抱抱][亲亲]
0,我总强调真实，希望得到的与付出的都真实，这样就不会觉得有一天它们的逝去会那么不自在不适应，因为得到的本领还在…可是就是这个真实的过程，让人很多时候真的只想[泪]，因为太多现实太残酷，过得真实难免会被世俗所困惑所嫌弃所鄙夷…可是走路，走的稳点，理所当然点，还是可以心安理得些的～
0,真希望今天只是单纯的周四，而不是而不是七天工作日的第四天！[泪] 我在这里:http://t.cn/zl8qxti
0,[晕]无路可退的小编..
1,我就等着办杂志呢[哈哈]//@开拓进取快乐: //@开拓进取快乐: [围观]//@开拓进取快乐: 粉丝超1万，就是一份杂志；粉丝超10万，就是一份都市报；粉丝超100万，就是一份全国性大报。
1,欢迎欢迎~[抱抱]
0,[泪]//@刘启斌: 世界上最远的距离，不是生与死的距离，而是我在北京街头牵着你的手，却看不见你。
0,我TMD居然失眠了！！[泪][泪][泪]难道是周六约了@凉小亭titi 次饭太开心激动到难以入眠了？！看来我要重新审视一下我们的关系了~！！！！[吃惊][挖鼻屎][打哈气]
1,这就是《the big bang》最引人入胜的地方之一啊[哈哈]
1,我果断转了[嘻嘻][嘻嘻][嘻嘻] //@周?-小尖果儿:这条微博必须通知@王善勇-火龙果儿 [嘻嘻] //@许健铁刨花儿:不是天津人！都不知道是什么！跟天书一样！[嘻嘻] //@红?淘宝城-??:@海河栈 @周?-小尖果儿 @许健铁刨花儿 @初天岚 @必弄
0,[衰]彭总......@彭亮在路上 找你买多乐士漆啊......
0,飞机坏了[泪]，有没有搞错啊！
1,[爱你] 好可爱的狗狗//@王轶鸣：[嘻嘻]
1,平生第一次玩麻将，广式打法，感觉还挺有意思的[嘻嘻]
1,??之後，才??人家?得幸福美?的日子，而自己三十??了?是一?人//@申江一姐: 她们说更幸福的是发现，ex的老婆也像加菲猫[哈哈]
1,[爱你] //@懒思理: 中啦!!!//@李小一only:@懒思理 哈哈哈[哈哈]
0,最后果然丢鸟。[泪][泪]
0,便宜坊 全聚德 大董 周黑鸭 绝味 久久丫 精武 煌上煌 ...... //@央广苏毅:一行黑色的英文：made in china //@肖肖SnowmAn:多大的禽都扛不住流感 //@小小舍4Echo:[泪][泪] 鸭鸭你肿么了鸭鸭 //@想打篮球的皮特高: 正在抢救 //@肖肖SnowmAn:居然都没有活到我去看它，真是弱爆了。。。
0,#一句话比惨# Miss Pan喜欢研究闺蜜的头发，只要发现一根分叉就大惊小怪，每次都被鄙视没见过世面，还说再这样就跟我绝交……Miss Pan要在地上写个“惨”字[泪] 详情:http://t.cn/z8aa87o
0,大早晨起来练什么队列呀！？[泪][泪][泪][泪]开个运动会把我们整的和小学生似的...[哼][哼][哼][哼][哼]
0,[泪]//@爱什么稀罕yoyo: 今天我妈还对我说：“你爸爸说现在看到人家嫁女儿都很感慨，不太喜欢那场面，女儿越大越觉得心慌!”表姐开玩笑说以后生两个小孩，一个跟自己姓一个跟老公姓让爸妈有点安慰。我想说我也怕那场面
0,上周在杭州的时候就开始狂口水各位试睡员晒的羽毛纱浴袍，因为我一直不在北京一定让快递哥白跑了[失望] ～今天一早被敲门声叫醒，哈哈，骆驼和“传说中的喇叭袖月牙边齐膝小短款”战袍来啦[笑哈哈] ～～谢谢@去哪儿网酒店  快递闪人后邮局大叔紧随其后，送来了稿费汇款单，这个周一还真欢乐 @诗韵梦寻
0,真的？[思考]?上去不?，但我?心??此打架[衰]
0,[哈哈]没六儿的妈捏脸，没谱的爸拍摄 [晕]//@荼荼茶CutHeart:@夜千night 。。。。= =
1,关机前转发 ，现在的女人不容易啊[哈哈]
1,偏爱2、3、8[哈哈] //@那年那月nina:最后一张震到我了[给力][给力][给力][给力] 后三张好爱
1,哎呦！上墙了。[鼓掌][鼓掌]
0,不敢，怕暴雨[泪][泪][泪]
1,[心]//@这微博笑死我了: [可爱]//@奇葩小师妹: [可爱]//@内涵大婊哥: [可爱] //@一只学?:[可爱]//@伪意见领袖: [可爱]//@大脑切片: [可爱]//@含国第一帅逼: [可爱]
0,千万保重啊，我第一眼看成，采访男病号。。。//@蒋蒋韵:一会儿要采访余男的病号含恨含泪路过[泪][泪]
0,岂有此理！真是算命界的业界耻辱！[怒]
1,能想象吗 我也是爱国的共产党员 俺爱中华 但我自己看到这张照片 想起了小时候看过的电影 南征北战[哈哈][哈哈][哈哈]
0,[怒] //@吴国辉：我勒个去！ //@芮必峰: //@安徽章玉政：别扯了，这次事故后，铁道部长很快就要升格为副总理级，将来说不定要接任总理掌管全局呢，你见过出了大事故不升官的领导么？ //@向前同学：撤销铁道部!!
1,[ok][嘻嘻]//@Da冬瓜儿:周五晚上帮我留位，我带十个左右朋友过去
0,抗日题材喜剧！非要我们娱乐的看待那段历史么？//@我们都是有病的人: 这是导演她妈的，真厉害！比@郑渊洁 敢写童话，成人版！[草泥马]//@?芯: 八年抗战，日本鬼子大多在横店被消灭！[晕]//@新民周刊杨江: 收藏，回去再看
0,为毛啊！！？？？[怒]
1,@奥迪英杰汇  //@何炅: [鼓掌][鼓掌][鼓掌]@?演?博昱  //@张翰:???//@酸酸的果冻:[太开心]一起努力！接下来会更好！?[good]?
0,万圣节真的快到了[衰]
0,来至火星呗…[衰]
1,美！！！//@Mog-: [good]//@vritti: 对《中国篮子》感兴趣的朋友，在此奉上高清PDF下载链接：http://t.cn/zQJnr7o 谢谢书格网的分享。一切都还不晚。[可爱]
0,邪门了，在公司电话都不带响的，一倒休电话就没完没了的，嗓子疼的要着火了[泪] 我在:http://t.cn/zW2oxwH
1,//@STT天:牺牲这么多位好演员必须转哇，一定要看完哦！！！[嘻嘻]
0,[怒] //@wrsusan2011：真是惨无人道；
1,有点孔乙己酒店的风格[哈哈]
0,一下子从乖宝宝变成作孩子。。。这日子可怎么过。。[泪]
1,跪在最坐边那个警察一杠三，一级警司了，还这么没觉悟不和谐，这肯定是被官人刺激到了[哈哈]//@刘小助理:警察都～～～？//@王有旺导演://@先天下之: //@伊锘: //@工人阶级必须领导一切2012: 资本主义复辟了，劳动人民就要重吃二遍苦、重受二茬罪。
1,世界上最胖的猪……五官难以辨认。不知道主人咋喂出来这么肥的猪[哈哈]
1,回复@夏志刚329:谢谢[嘻嘻] //@夏志刚329:生日快乐![礼物][蛋糕] //@明星经纪貊苒MoRan:谢谢哥[太阳] //@郭仔音乐:今天是貊苒生日啊，祝福生日快乐。[蛋糕] //@明星经纪貊苒MoRan:[爱你][爱你][爱你]亲爱的[泪][泪][泪]
1,走着走着走着。。。 //@鬼谷靖天:走四方又开始啦，走啊[哈哈][哈哈][哈哈]
1,亲，准备启航 [嘻嘻]@阿甘哥 @第一世界大酒店 @公羊会何军 @迎枫19 @车市老兵 @走遍中国的方小熊 @席文 @哈雷胡子 @鸡排哥哥 @九山伯爵 @财智圈杨发铨 @陈的佳 @西湖之声郑聪 //@天禄中??-TYLOO:[给力]@TYLOO阿B @TYLOO-?鹊 @刘洋_AndyLiu @鱼头无语 @鲁旭越野 @冰疆顽主_越玩越野 @杭州铭商实业有
0,我shisheng了……[泪]
0,【2014年苹果新产品发布时间表】据报道，分析师郭明池预测苹果2014年将推出大量新产品。6月份的WWDC推出新iMac，9月份推出4.7寸新iPhone、iWatch及新一代iPad。年底发布新款Apple TV、5.5寸新款iPhone等。 肾不够用了。[衰]
1,有道理[鼓掌] //@Mus娜娜:[good]
1,这是谁的心意？得让他套现吧？不能哄崔大师玩！[哈哈]
1,回复@没有绝对的?家:哈哈大哥在呢 //@没有绝对的?家:全世界范围，只要拜你师的~皆收！国家高兴还来不急呐。 //@春晖-来去吉祥:回复@米其林大厨-西安:马来人 我收他做徒弟不知道国家有相关政策没有  //@米其林大厨-西安:收徒哇，几时喝拜师酒!不如带来开封如何？[嘻嘻][嘻嘻][嘻嘻]
1,好可爱！[爱你][爱你][爱你]
1,费了半天劲，从N多的微博中找到了这条！这个约定，俺没有忘呦~歌曲我已经找好了，现在还是可以继续竞猜的！哈哈[哈哈]答案就在明天的节目中！[哈哈]
0,想去看电影，想看一部记忆中的电影，想看那么一种感觉[伤心]
0,//@我的天使旅行箱：[泪] 责任人一个都不能放过[拳头] ~人民真是命如草芥呀~人民不晓得自己何时何地就会死于非命~介个国家太TM危险了~都申请回火星吧~//@新闻老兵：黑心的生产企业!!是谁验收的!!一查到底!!//@郑维：孩子安息。求事故问责，求扶梯品牌。
1,谁知道大连哪家胃肠科比较好的医院，告诉我一下子，谢谢啦~[抱抱]
0,[黑线]//@万水荟生活图文: 打击盗版！//@嘉茉儿: @v小维子v @丢失?咪咪 @万水荟生活图文 //@二木花花男:我嘞个擦！不科学！！！[抓狂][抓狂][抓狂]
0,再罚十一个也喜欢听[偷笑] //@乖张的张: 海豚音啊[泪]
0,飞2小时，再个半小时车程解决口水[偷笑] //@戴踏踏:@殳俏 在《三联生活周刊》的年货专题里写的这汕尾的蚝场和街头排挡，真的把我看疯癫又唾液腺失禁了。真懊恼没有同去[泪]//@飞哥Feigor: 好吃好玩好期待！[心]
1,【城市之音四川台FM102.6】城市之音 #2013校园迎新#巡回晚会第一站@耀乐团团 @张敬豪SHOW @冯宣元 @音乐王璐 现场安可！追加一曲《雀鸟》！@四川城市职业学院 同学们，今晚嗨吗？[哈哈]
0,//@-??啦?歌-:[泪][泪][泪][泪]～～情何以堪
0,今天犹如末日般痛苦。我的飞机失控，不受控制地飞走了。遥控器怎样都没有反应，看着她远去的身影，我只有呆在那里。[泪]怎么会这样呢？
0,//@香港成报: //@中国新闻网: 坚强的孩子，加油！//@央视财经: 董云的母亲说：“给我一点饭吃就行了，我不在乎吃好吃坏。我这十多年也没有穿衣服，为了给她们方便，也不留头发，一个星期大便一次。平时也不多吃，让她们有时间念书，她们就不会那么辛苦...”[泪]
0,[悲伤][委屈] //@我想我是海阿杜:[汗][汗][汗]
1,吃饱了才有力气减肥是这样的吗[哈哈][哈哈][哈哈][鼓掌][鼓掌][害羞][干杯]
1,终于到了！如饥似渴啊！在路上的时候又有书看了[爱你][爱你]
1,麻麻的贴心疼爱不可少，但是老爸的辛勤劳动支撑家庭更不容易!!   [亲亲] [亲亲] [亲亲] 节目快乐，老爸们！！！
0,@海参2哥 亲爱的周末由于你的出差不能手拉手去找吃的，我内心悲痛地只能自我加班寻找人生意义了[泪]//@牛舌那点事儿:没想到，俺家的【红酒牛小排】还有这么强大的治愈能力，哈哈。
1,[给力][鼓掌][鼓掌][鼓掌][鼓掌]
0,夏天躺着中枪！ //@张开磊:关门，放专家！[怒]//@湘磊_mark:[弱]//@颖livivi:[弱]
0,这俩个大家伙我该怎么处理？？刚才拿起一只来，它过分的活蹦乱跳我一不小心掰折一条腿...[挖鼻屎]还是条大腿！[汗][汗][晕] 这该怎么吃呢？[思考][思考]
0,上周六板长，周日和民，周一翠丽汤馆，周二山茶花，周三外婆喊你吃饭啦，周四孔雀，我，，，，，[泪]
1,#拖肥#老老??呆在他的?所?的唯一原因，就是想?著不洗澡[哈哈]
0,怒骂。//@蒲克puke:这些杀狗的畜生们：你们不得好死！//@陈寒柏: 这些不得好死的！他们的家人肯定让狗草过！ //@黑妹小乖妈:@去痛片的上级 我该怎么骂，教我[怒骂] //@李贝Poseidon: 他们全家都这么死！ //@吉祥134578:这些人的儿女也会这样死 //@Easy刘心刚:你妈B！不是人 [怒][怒][怒][怒][怒]
0,对了，依然是如此屎的耍帅摆酷姿势[衰] //@BTV祖冲冲:哈哈哈。我们还奋战在一线好不好！！我最近不知怎么了，说什么什么准中！你怎么安排呀？要不要接见一下呀？
0,"除了镶钻,拜托你们还能想点别的招儿么？[泪]"
0,@胡淑芬 ：胡老师你被认出来了...俺跟着受表扬...霸气...还侧漏~[衰]
0,哎，为啥哥的女粉丝比例只有1/3左右[泪]
1,看到这里，让人想到：3+4。 [哈哈]并且据此深想，做自己决策，想要收获的时候：最好也别一锤子砸下去的方案。播种，有个机制让他们运转起来；阶段性整体review它们，用统一标准；之后是保留优秀继续发展，淘汰次的，继续播新种；一轮轮流转起来。上海去机场路上谈到的这思路，如今靠上点理论了[偷笑]
0,须叔 活动什么时候开始举办啊... //@Danys_蓄须专用:昨晚做到半夜，ＰＳ盲人伤不起啊！[泪] 强烈征求Ｐ图高手开班授课～ @雨枫书馆  做一期活动嘛！！ @忽而如今   @雨枫企业书栈   @图书馆里的妖孽  // @莫克gg :终于开始啦 // @岂有此女 ：转起来。清华馆电影晒片会，一起hold住。[心]
0,瞬间很沉重[伤心]
0,拔牙发烧了 @唐九虎  我明天尽量去上班…[泪]
0,同事中奖了…我就从来中不了奖[失望] @上铺的老四
0,好久不逛大众点评，感觉热门餐厅几乎都是没听说过的啊，难道我这是退出美食界的节奏吗oh no[泪]
1,[吐血]//@陈业文新大都: 石团手里的子弹估计连12秒都顶不住了。疼！[失望][偷笑] //@晓雨闻铃:回复@六间房朱晓明:石团长的水压鸡枪都骨折成九节鞭了。 //@六间房朱晓明:石团长，你的野人这下不冲锋了吧？[嘻嘻]@石小杰微博 @侯宁 @苏渝 @贾大户 @晓雨闻铃 @李大霄 @花荣 @宋体金
0,[衰]干燥到流鼻血了…卧槽！！
1,这么棒的活动～果断申请！[太开心]求RP爆发呀。[奥特曼]
1,全部安全到达啦[偷笑] 安全着陆 [亲亲] 黑银羊皮 樱花粉漆皮银扣 裸色漆皮金扣 裸色羊皮金扣（大号）都是现货现货现货 最重要是 价格也超给力哦 专柜2万5都多了 俺们中号维持原价22500不变 要的抓紧啦 （最近家里乱乱的真不知道该在哪里拍照了 考虑重新买个摄影棚了）
0,除了不停地向你们道谢，我不知道自己还能做些什么！[泪][泪]@大董大懂 @红与黑经典之美 @大董汤明姬 @大董陈丹 @大董高新宇 @KIDO的小方糖-薇薇 @
0,@Lynn_林 //@远古的刀:我只是工，不美，成不?//@龚也长: 回复@杨樾杨樾:因为我想去啊! //@杨樾杨樾:不招就不转啊，真不仗义[抓狂][抓狂][抓狂]
0,#阿宝与我#哄阿宝睡觉中，突然问我：“妈妈，你被子上是谁啊？”我一惊，我盖的被子是纯白色的没有任何图案啊！“阿宝你在说什么哦？""我看见你被子上有个人啊，是谁啊？”我的汗毛立马竖了起来。[衰]谁来解释一下？
0,[泪] //@陈里:她现在就在挨饿，我和你和他她就能帮助他。解决老人的生计陈厅没有能力，国家政府在努力。还是先不要让挨饿把？你说呢？//@小敏要养生: @陈里 ，可是陈厅，下一顿老人到哪里吃。。。看到她瘦骨嶙峋的样子，真让人心疼。。。
0,这…shock到了… //@任泉:害怕[泪] // @李冰冰 :[吃惊]噢买尬！无隐私滴爱人真需要勇气呀！呀！呀！//  @星座爱情001  :情何以堪？真惊了。。。[偷笑]
0,[抓狂]最后80分钟！激动ING~[鼓掌]@主持人付玉龙粉丝团 你们在哪里？
1,想要在享受中享瘦的姑娘看过来，超苏糊的温泉减肥法哦[嘻嘻]
0,回复@艾上小尹:我也是[抓狂]//@艾上小尹:回复@无须豆蔻:我一直有这个坏习惯  扣手指
1,//@大英美食发现记:[哈哈] #德?美食#
1,//@文妮小猪: [爱你]大爱。//@北京老样子: [心] //@菩提树1145873283: 儿行千里母担忧，铮铮叮咛告诉它，江湖万里风险多，且行且学不要怕。[心]//@忧郁浪子624:殚竭心力终为子， 可怜天下父母心。[心] //@赵秀池: 母亲孵出小娇娃，娇娃离开妈妈家，母亲正对娇娃讲，温暖怀抱永等它。
1,"公安厅(的朋友)上午发我一短信，真是个春节红利!__现转发如下:继北京出台95岁老人看病不要钱后，又有城市宣布100岁可免费登泰山，110岁放宽生二胎政策，120岁老人可分配住房，130岁可取消一夫一妻限制!希望各位注意保重身体，后面的好日子在等着咱们啊![哈哈]提前祝各位博友新春快乐,万事如意[放鞭炮]"
1,可??:好美...希望很久以後等我死的那天，有人能?我穿上世界上最漂亮的婚?送我最後的路...//@汪汪的月亮:好漂亮的婚纱，而且是我喜欢的紫色[爱你]//@全球经典音乐:淡紫色婚纱，美腻~
0,恶心死了[抓狂]
1,[转发]//@南阳冲: //@闲言碎语1://@毛猴大哥:龙心兄早！[可爱]//@龙心昭然: 大家早安！[握手] //@毛猴大哥:红歌早！[握手][礼物]//@就爱唱红歌: 猴哥早！[握手][咖啡] //@毛猴大哥:[江南style]
1,Fantastic！[抱抱]//@曹青禾:秀场款LOOK图出来啦，谢谢大家的支持！ps:大家觉得哪款比较实穿，考虑批量进店哈 @北京ARRTCO国贸三期店?手@ARRTCOcollection@维他命时尚@iLOOK杂志@中央美术学院设计学院 @BNC薄荷糯米葱 @Ritchie_Triple-Major @PonnyHSU @DylanYu @张晓宇_尤目YVMIN @李海龙vincent
0,最近两天有点短路，总范低级错误，是不是得自我惩罚下才有效啊？[抓狂][抓狂]
0,[晕]定好书名之后又要为封面发愁了，这是一本讲【两性生育】的书，摆什么东西上封面会有这样的寓意呢？摆个子宫么？好惊悚。。。。[骷髅][骷髅][骷髅][骷髅][骷髅]
0,违章查询省内都不联网，还得去违章地处理。守法成本真高[怒]//@愚人Calvin:转发微博
1,中大是相当的好！而且最近在很多细节又更加感触：看了各个高校的学士服，还是中大的最好看（请参照RMDX/JTDX等众多院校。）。中大中大，不在其大，而在其中。//@儇菲：中大其实真挺好的！ //@小天然爱SYSU:校区多选[哼] //@中山大学：欢迎童鞋们报考美丽的中山大学~[鼓掌] [耶] [ok]
0,早上好亲们[微风] 昨天实在太累了一觉睡到刚醒，郁闷错过了和"朔门古街"的⑻点之约 [失望][泪]好吧！又多一份『幸福的遗憾』 [心]  ??? [话筒]温州的朔门古街："缘于这份钟情~期待我们的再次邂逅[爱你]
0,先转，不知道真假……//@?嘉上Gordon: 管太多了 //@吴尊家的宝:@一号泳道 今天缺稿子吗？ //@人可ruby: 得，大家?嘴[闭嘴]~~~//@吴尊家的宝: [衰] //@唐小蓝蓝: 已经不知道自己还能写啥了。。。。。。//@北京魅丽心晴坊-童童: 写文的童鞋要多多注意咯！
1,"[阴险]今天晚上，【抓住食材，赢惊喜】！在餐厅用餐别忘了打开“附近的人”搜索落跑食材哦~[爱你]今晚5:30,牛腩君将发布一个菜品位置，请大家届时关注我们的微博哟！"
0,强迫症害死人，总觉得身上有灰[晕]
0,可??:天?一冷就愈?的不喜?起床了有木有？！好想可以一直?床。。。[泪][泪][泪]?你安好~！2013.09.27，mark~!
0,//@kelawang达人志：太可爱啦 //@飞行猫2011:哈哈盆都翻的// @专业票友 :[晕] 小哥们这身手了得啊!!可以演越狱!!![威武] // @王颖_旺旺 : // @人参爽 ： // @雨中的风筝在飞 :可爱死了，棕的那只你是怎么跳上去的呢
1,真心不错。冬天怎么过？泡着过！[太开心]
1,http://t.cn/zT0kg4h 去这个网站看看 [嘻嘻]～～@实现shixiann-com @细雨满地 //@sunderls: 感觉也不是不可能。想做的好多，就是力量单薄有点心有余而力不足
0,新“娘”走了[泪]//@盛大师:[挖鼻屎] 这下很多浪人要失落了。。//@shineyear: 别急我过几年回去给你们当超级实习生给口饭钱就行 //@stvchu: 右边们默默的把工牌另存为。。[蜡烛]//@TerryFE: [挖鼻屎]右边胸无大志
1,[哈哈]不错嘛 好大一条鱼
1,揣着一万多点人民币去香港能买到点啥呢？这绝对是个令每个购物狂深思的问题！这次去香港@DFS环球免税店 #万元人民币血拼DFS购物季#告诉你答案！一个YSL的红色宝宝，Coach太阳眼镜，小马克的化妆包和手表，没错！这就是万元的战利品！[太开心][太开心]
0,//@时尚廊掌柜: [悲伤][悲伤]
0,这。。。//@城市的??: 回复@最佳损友?XX:所以把文字?成 解?其?很?? 就是私人?探所的?告了[衰] //@最佳损友?XX:其实母亲被澎恰恰干了一次，伍佰一次，杜海涛一次
